item,id,domain,subcategory,socio_attr,gender,knob,metric,score_correct,score_adv,margin,prefers_correct
934,obj00643,object,vehicle,,,count,clip,0.171321,0.193839,-0.022517,0
934,obj00643,object,vehicle,,,count,pick,21.403477,20.894941,0.508535,1
621,obj01027,object,vehicle,,,color_tone,clip,0.171972,0.193343,-0.021371,0
621,obj01027,object,vehicle,,,color_tone,pick,19.775431,20.600452,-0.825022,0
585,obj01700,object,tableware,,,layout_relation,clip,0.218623,0.25647,-0.037847,0
585,obj01700,object,tableware,,,layout_relation,pick,21.421204,21.526316,-0.105112,0
708,obj00275,object,furniture,,,count,clip,0.214632,0.222694,-0.008062,0
708,obj00275,object,furniture,,,count,pick,21.077478,19.327879,1.749599,1
748,obj00568,object,furniture,,,layout_relation,clip,0.281486,0.309131,-0.027645,0
748,obj00568,object,furniture,,,layout_relation,pick,19.920914,22.022171,-2.101257,0
746,obj00363,object,furniture,,,scale_size,clip,0.209979,0.219416,-0.009437,0
746,obj00363,object,furniture,,,scale_size,pick,21.383503,19.722496,1.661007,1
609,obj00677,object,vehicle,,,layout_relation,clip,0.20475,0.179888,0.024862,1
609,obj00677,object,vehicle,,,layout_relation,pick,20.125267,20.816404,-0.691137,0
942,obj00840,object,vehicle,,,spatial,clip,0.238547,0.234818,0.003729,1
942,obj00840,object,vehicle,,,spatial,pick,19.730604,20.916895,-1.186291,0
705,obj01829,object,tableware,,,spatial,clip,0.19132,0.29551,-0.10419,0
705,obj01829,object,tableware,,,spatial,pick,19.858784,21.907883,-2.049099,0
962,obj00313,object,furniture,,,layout_relation,clip,0.245627,0.22953,0.016097,1
962,obj00313,object,furniture,,,layout_relation,pick,21.488136,20.235115,1.253021,1
530,obj01023,object,vehicle,,,count,clip,0.204027,0.258186,-0.054159,0
530,obj01023,object,vehicle,,,count,pick,20.629536,21.535984,-0.906448,0
584,obj01700,object,tableware,,,layout_relation,clip,0.208641,0.222731,-0.01409,0
584,obj01700,object,tableware,,,layout_relation,pick,20.285456,20.638905,-0.353449,0
694,obj01545,object,tableware,,,color_tone,clip,0.240531,0.228489,0.012042,1
694,obj01545,object,tableware,,,color_tone,pick,21.546144,20.70472,0.841425,1
501,obj00183,object,furniture,,,layout_relation,clip,0.201637,0.228015,-0.026379,0
501,obj00183,object,furniture,,,layout_relation,pick,19.757931,19.26667,0.491261,1
699,obj01545,object,tableware,,,color_tone,clip,0.269732,0.179699,0.090033,1
699,obj01545,object,tableware,,,color_tone,pick,21.68148,20.938835,0.742645,1
635,obj01126,object,vehicle,,,count,clip,0.217703,0.243074,-0.025371,0
635,obj01126,object,vehicle,,,count,pick,21.032051,22.106771,-1.07472,0
997,obj01139,object,vehicle,,,count,clip,0.183092,0.208026,-0.024934,0
997,obj01139,object,vehicle,,,count,pick,20.305845,20.488846,-0.183001,0
901,obj00477,object,furniture,,,scale_size,clip,0.235598,0.237595,-0.001998,0
901,obj00477,object,furniture,,,scale_size,pick,20.360001,21.191668,-0.831667,0
978,obj00734,object,vehicle,,,scale_size,clip,0.213473,0.252872,-0.0394,0
978,obj00734,object,vehicle,,,scale_size,pick,19.403193,21.469481,-2.066288,0
732,obj00300,object,furniture,,,color_tone,clip,0.161999,0.239558,-0.07756,0
732,obj00300,object,furniture,,,color_tone,pick,20.093443,20.13555,-0.042107,0
646,obj00506,object,furniture,,,count,clip,0.259217,0.245362,0.013855,1
646,obj00506,object,furniture,,,count,pick,20.06093,22.568752,-2.507822,0
716,obj01317,object,tableware,,,layout_relation,clip,0.235173,0.256744,-0.021571,0
716,obj01317,object,tableware,,,layout_relation,pick,19.363787,20.883278,-1.519491,0
856,obj00622,object,furniture,,,scale_size,clip,0.211444,0.25277,-0.041326,0
856,obj00622,object,furniture,,,scale_size,pick,19.455456,20.835096,-1.379641,0
874,obj00502,object,furniture,,,count,clip,0.258623,0.281207,-0.022584,0
874,obj00502,object,furniture,,,count,pick,21.353497,21.069921,0.283575,1
977,obj00734,object,vehicle,,,scale_size,clip,0.204649,0.258439,-0.05379,0
977,obj00734,object,vehicle,,,scale_size,pick,19.778379,21.112101,-1.333721,0
784,obj01754,object,tableware,,,count,clip,0.183003,0.265851,-0.082848,0
784,obj01754,object,tableware,,,count,pick,21.59355,21.541126,0.052423,1
838,obj01633,object,tableware,,,count,clip,0.153404,0.266832,-0.113428,0
838,obj01633,object,tableware,,,count,pick,19.611118,21.335367,-1.724249,0
867,obj00811,object,vehicle,,,layout_relation,clip,0.261186,0.231784,0.029401,1
867,obj00811,object,vehicle,,,layout_relation,pick,20.939732,21.837633,-0.897902,0
749,obj00568,object,furniture,,,layout_relation,clip,0.284418,0.26666,0.017758,1
749,obj00568,object,furniture,,,layout_relation,pick,20.427052,21.245228,-0.818176,0
579,obj00804,object,vehicle,,,layout_relation,clip,0.195393,0.210911,-0.015518,0
579,obj00804,object,vehicle,,,layout_relation,pick,19.626699,20.336786,-0.710087,0
597,obj01112,object,vehicle,,,scale_size,clip,0.213684,0.244386,-0.030701,0
597,obj01112,object,vehicle,,,scale_size,pick,21.579681,21.379042,0.20064,1
651,obj00316,object,furniture,,,layout_relation,clip,0.252419,0.240453,0.011967,1
651,obj00316,object,furniture,,,layout_relation,pick,20.89164,19.836824,1.054815,1
611,obj00677,object,vehicle,,,layout_relation,clip,0.202605,0.194575,0.00803,1
611,obj00677,object,vehicle,,,layout_relation,pick,19.859915,21.533924,-1.674009,0
529,obj01023,object,vehicle,,,count,clip,0.244768,0.22146,0.023307,1
529,obj01023,object,vehicle,,,count,pick,20.354065,22.342588,-1.988523,0
796,obj01604,object,tableware,,,scale_size,clip,0.224242,0.243094,-0.018852,0
796,obj01604,object,tableware,,,scale_size,pick,21.666277,22.00728,-0.341003,0
876,obj00837,object,vehicle,,,spatial,clip,0.221707,0.265364,-0.043657,0
876,obj00837,object,vehicle,,,spatial,pick,19.564337,21.067444,-1.503107,0
777,obj00935,object,vehicle,,,layout_relation,clip,0.195574,0.190399,0.005175,1
777,obj00935,object,vehicle,,,layout_relation,pick,21.13813,22.328054,-1.189924,0
531,obj01023,object,vehicle,,,count,clip,0.236993,0.195913,0.04108,1
531,obj01023,object,vehicle,,,count,pick,21.038109,21.252115,-0.214006,0
882,obj00570,object,furniture,,,layout_relation,clip,0.252708,0.295709,-0.043001,0
882,obj00570,object,furniture,,,layout_relation,pick,19.93482,21.32897,-1.39415,0
660,obj00537,object,furniture,,,color_tone,clip,0.270452,0.270775,-0.000322,0
660,obj00537,object,furniture,,,color_tone,pick,20.517513,21.778585,-1.261072,0
986,obj01469,object,tableware,,,spatial,clip,0.245937,0.291537,-0.0456,0
986,obj01469,object,tableware,,,spatial,pick,20.025694,20.538481,-0.512787,0
525,obj01023,object,vehicle,,,count,clip,0.216097,0.260218,-0.044121,0
525,obj01023,object,vehicle,,,count,pick,21.708321,21.360855,0.347466,1
799,obj01783,object,tableware,,,color_tone,clip,0.204481,0.27297,-0.068489,0
799,obj01783,object,tableware,,,color_tone,pick,18.509188,19.669184,-1.159996,0
744,obj00363,object,furniture,,,scale_size,clip,0.238418,0.217719,0.020698,1
744,obj00363,object,furniture,,,scale_size,pick,21.447947,20.308252,1.139694,1
757,obj01642,object,tableware,,,count,clip,0.187356,0.228804,-0.041448,0
757,obj01642,object,tableware,,,count,pick,20.180927,20.664557,-0.483629,0
936,obj00780,object,vehicle,,,color_tone,clip,0.242493,0.237397,0.005095,1
936,obj00780,object,vehicle,,,color_tone,pick,20.671356,20.975866,-0.30451,0
771,obj01637,object,tableware,,,count,clip,0.155535,0.268077,-0.112542,0
771,obj01637,object,tableware,,,count,pick,19.551321,20.852844,-1.301523,0
580,obj00804,object,vehicle,,,layout_relation,clip,0.226983,0.238168,-0.011185,0
580,obj00804,object,vehicle,,,layout_relation,pick,21.097143,21.835773,-0.73863,0
955,obj01284,object,tableware,,,color_tone,clip,0.295402,0.277164,0.018237,1
955,obj01284,object,tableware,,,color_tone,pick,21.56723,20.0987,1.468531,1
760,obj00985,object,vehicle,,,scale_size,clip,0.22063,0.264285,-0.043655,0
760,obj00985,object,vehicle,,,scale_size,pick,19.742235,20.373169,-0.630934,0
541,obj00779,object,vehicle,,,color_tone,clip,0.143031,0.189327,-0.046296,0
541,obj00779,object,vehicle,,,color_tone,pick,19.615982,20.163448,-0.547466,0
935,obj00643,object,vehicle,,,count,clip,0.192579,0.205892,-0.013313,0
935,obj00643,object,vehicle,,,count,pick,21.014906,19.828987,1.185919,1
595,obj01352,object,tableware,,,scale_size,clip,0.226224,0.24356,-0.017336,0
595,obj01352,object,tableware,,,scale_size,pick,21.332037,22.51334,-1.181303,0
535,obj01514,object,tableware,,,count,clip,0.302646,0.242788,0.059858,1
535,obj01514,object,tableware,,,count,pick,21.657246,21.460638,0.196608,1
804,obj00653,object,vehicle,,,color_tone,clip,0.177276,0.181471,-0.004196,0
804,obj00653,object,vehicle,,,color_tone,pick,21.533594,21.267942,0.265652,1
534,obj01514,object,tableware,,,count,clip,0.251602,0.243774,0.007828,1
534,obj01514,object,tableware,,,count,pick,20.974548,21.159807,-0.185259,0
845,obj00326,object,furniture,,,spatial,clip,0.197575,0.243906,-0.04633,0
845,obj00326,object,furniture,,,spatial,pick,20.524435,20.704296,-0.179861,0
620,obj01027,object,vehicle,,,color_tone,clip,0.18343,0.186522,-0.003092,0
620,obj01027,object,vehicle,,,color_tone,pick,19.513882,19.222351,0.291531,1
706,obj01829,object,tableware,,,spatial,clip,0.267172,0.298107,-0.030935,0
706,obj01829,object,tableware,,,spatial,pick,21.196718,22.553541,-1.356823,0
561,obj00345,object,furniture,,,spatial,clip,0.139896,0.21812,-0.078223,0
561,obj00345,object,furniture,,,spatial,pick,19.561018,19.276249,0.284769,1
791,obj01656,object,tableware,,,color_tone,clip,0.242025,0.310394,-0.068369,0
791,obj01656,object,tableware,,,color_tone,pick,21.21928,21.81126,-0.59198,0
626,obj01393,object,tableware,,,count,clip,0.24961,0.252546,-0.002936,0
626,obj01393,object,tableware,,,count,pick,21.869591,21.339609,0.529982,1
961,obj00313,object,furniture,,,layout_relation,clip,0.208047,0.252011,-0.043964,0
961,obj00313,object,furniture,,,layout_relation,pick,20.040907,20.797123,-0.756216,0
941,obj00840,object,vehicle,,,spatial,clip,0.243461,0.234129,0.009332,1
941,obj00840,object,vehicle,,,spatial,pick,19.296936,20.83914,-1.542204,0
520,obj00003,object,furniture,,,count,clip,0.286064,0.29138,-0.005316,0
520,obj00003,object,furniture,,,count,pick,20.730179,21.460003,-0.729824,0
817,obj01202,object,vehicle,,,spatial,clip,0.162339,0.181952,-0.019613,0
817,obj01202,object,vehicle,,,spatial,pick,21.490067,21.418196,0.071871,1
945,obj00402,object,furniture,,,color_tone,clip,0.268362,0.25458,0.013783,1
945,obj00402,object,furniture,,,color_tone,pick,21.740532,21.144093,0.596439,1
714,obj01317,object,tableware,,,layout_relation,clip,0.263495,0.27377,-0.010275,0
714,obj01317,object,tableware,,,layout_relation,pick,20.462578,21.94088,-1.478302,0
836,obj00515,object,furniture,,,count,clip,0.250784,0.213997,0.036787,1
836,obj00515,object,furniture,,,count,pick,21.083252,21.781683,-0.698431,0
798,obj01604,object,tableware,,,scale_size,clip,0.264173,0.227785,0.036387,1
798,obj01604,object,tableware,,,scale_size,pick,22.527155,21.238695,1.28846,1
789,obj00155,object,furniture,,,color_tone,clip,0.247039,0.189671,0.057368,1
789,obj00155,object,furniture,,,color_tone,pick,20.067001,19.545975,0.521027,1
767,obj00460,object,furniture,,,spatial,clip,0.25568,0.250953,0.004727,1
767,obj00460,object,furniture,,,spatial,pick,20.339638,21.414148,-1.074511,0
661,obj00394,object,furniture,,,count,clip,0.268105,0.273517,-0.005413,0
661,obj00394,object,furniture,,,count,pick,20.998798,20.588909,0.409889,1
633,obj01393,object,tableware,,,count,clip,0.292529,0.259921,0.032608,1
633,obj01393,object,tableware,,,count,pick,22.222816,21.826302,0.396515,1
604,obj01112,object,vehicle,,,scale_size,clip,0.210365,0.256888,-0.046524,0
604,obj01112,object,vehicle,,,scale_size,pick,21.53126,22.258669,-0.727409,0
842,obj01522,object,tableware,,,count,clip,0.24795,0.252371,-0.004421,0
842,obj01522,object,tableware,,,count,pick,19.727064,21.716145,-1.98908,0
866,obj00548,object,furniture,,,color_tone,clip,0.18448,0.247525,-0.063045,0
866,obj00548,object,furniture,,,color_tone,pick,19.273504,21.22238,-1.948875,0
956,obj01284,object,tableware,,,color_tone,clip,0.282193,0.240979,0.041214,1
956,obj01284,object,tableware,,,color_tone,pick,19.539566,21.599615,-2.060049,0
622,obj00831,object,vehicle,,,spatial,clip,0.237749,0.229496,0.008252,1
622,obj00831,object,vehicle,,,spatial,pick,19.452963,21.157633,-1.70467,0
980,obj00734,object,vehicle,,,scale_size,clip,0.168472,0.239889,-0.071417,0
980,obj00734,object,vehicle,,,scale_size,pick,19.007975,19.636843,-0.628868,0
702,obj01829,object,tableware,,,spatial,clip,0.225216,0.293902,-0.068685,0
702,obj01829,object,tableware,,,spatial,pick,18.459892,20.967663,-2.507771,0
567,obj00614,object,furniture,,,scale_size,clip,0.204852,0.232807,-0.027955,0
567,obj00614,object,furniture,,,scale_size,pick,19.966492,21.450846,-1.484354,0
843,obj00326,object,furniture,,,spatial,clip,0.188701,0.257068,-0.068367,0
843,obj00326,object,furniture,,,spatial,pick,19.424393,19.257248,0.167145,1
830,obj01610,object,tableware,,,scale_size,clip,0.268142,0.292438,-0.024296,0
830,obj01610,object,tableware,,,scale_size,pick,22.207514,21.765444,0.44207,1
653,obj00316,object,furniture,,,layout_relation,clip,0.264571,0.236,0.028571,1
653,obj00316,object,furniture,,,layout_relation,pick,20.141617,20.426624,-0.285007,0
734,obj00300,object,furniture,,,color_tone,clip,0.188637,0.233532,-0.044895,0
734,obj00300,object,furniture,,,color_tone,pick,19.794672,20.299625,-0.504953,0
923,obj00521,object,furniture,,,count,clip,0.236095,0.24266,-0.006565,0
923,obj00521,object,furniture,,,count,pick,20.371979,22.154377,-1.782398,0
884,obj01578,object,tableware,,,spatial,clip,0.238615,0.184266,0.054349,1
884,obj01578,object,tableware,,,spatial,pick,21.516706,20.598959,0.917747,1
537,obj01514,object,tableware,,,count,clip,0.278299,0.240113,0.038186,1
537,obj01514,object,tableware,,,count,pick,21.234669,20.392347,0.842321,1
504,obj00183,object,furniture,,,layout_relation,clip,0.213272,0.210634,0.002638,1
504,obj00183,object,furniture,,,layout_relation,pick,19.891647,19.284718,0.60693,1
910,obj00827,object,vehicle,,,spatial,clip,0.207184,0.218762,-0.011577,0
910,obj00827,object,vehicle,,,spatial,pick,19.222698,20.704687,-1.481989,0
818,obj00846,object,vehicle,,,spatial,clip,0.252884,0.255778,-0.002894,0
818,obj00846,object,vehicle,,,spatial,pick,20.255529,21.609949,-1.35442,0
788,obj00155,object,furniture,,,color_tone,clip,0.190938,0.215316,-0.024379,0
788,obj00155,object,furniture,,,color_tone,pick,19.538261,19.140036,0.398226,1
551,obj00959,object,vehicle,,,spatial,clip,0.203787,0.240534,-0.036747,0
551,obj00959,object,vehicle,,,spatial,pick,21.096674,21.457739,-0.361065,0
907,obj00777,object,vehicle,,,color_tone,clip,0.193386,0.224803,-0.031417,0
907,obj00777,object,vehicle,,,color_tone,pick,20.328022,20.737118,-0.409096,0
775,obj01594,object,tableware,,,spatial,clip,0.255744,0.235039,0.020705,1
775,obj01594,object,tableware,,,spatial,pick,19.529373,21.16975,-1.640377,0
989,obj01645,object,tableware,,,count,clip,0.191159,0.254113,-0.062954,0
989,obj01645,object,tableware,,,count,pick,20.616905,20.786528,-0.169622,0
759,obj00985,object,vehicle,,,scale_size,clip,0.173943,0.261064,-0.087121,0
759,obj00985,object,vehicle,,,scale_size,pick,19.578018,22.193556,-2.615538,0
916,obj01245,object,vehicle,,,scale_size,clip,0.209479,0.22755,-0.018071,0
916,obj01245,object,vehicle,,,scale_size,pick,20.208109,20.660662,-0.452553,0
914,obj01245,object,vehicle,,,scale_size,clip,0.186929,0.278137,-0.091208,0
914,obj01245,object,vehicle,,,scale_size,pick,19.635006,21.11342,-1.478415,0
678,obj01179,object,vehicle,,,layout_relation,clip,0.18,0.236186,-0.056186,0
678,obj01179,object,vehicle,,,layout_relation,pick,20.677128,21.391928,-0.7148,0
988,obj01645,object,tableware,,,count,clip,0.194924,0.276522,-0.081598,0
988,obj01645,object,tableware,,,count,pick,20.329594,21.135761,-0.806168,0
625,obj00831,object,vehicle,,,spatial,clip,0.263281,0.259151,0.00413,1
625,obj00831,object,vehicle,,,spatial,pick,20.158705,21.36603,-1.207325,0
689,obj01734,object,tableware,,,scale_size,clip,0.231406,0.284357,-0.052951,0
689,obj01734,object,tableware,,,scale_size,pick,20.896788,22.991655,-2.094868,0
645,obj00506,object,furniture,,,count,clip,0.232298,0.231665,0.000633,1
645,obj00506,object,furniture,,,count,pick,20.841881,21.637114,-0.795233,0
948,obj00402,object,furniture,,,color_tone,clip,0.207191,0.238216,-0.031025,0
948,obj00402,object,furniture,,,color_tone,pick,22.293749,21.696625,0.597124,1
724,obj01160,object,vehicle,,,color_tone,clip,0.191637,0.199819,-0.008182,0
724,obj01160,object,vehicle,,,color_tone,pick,20.387949,20.561052,-0.173103,0
778,obj00935,object,vehicle,,,layout_relation,clip,0.199579,0.23351,-0.033931,0
778,obj00935,object,vehicle,,,layout_relation,pick,21.047991,22.39077,-1.342779,0
860,obj00303,object,furniture,,,layout_relation,clip,0.217191,0.241495,-0.024304,0
860,obj00303,object,furniture,,,layout_relation,pick,19.707104,19.248669,0.458435,1
654,obj00537,object,furniture,,,color_tone,clip,0.258263,0.264627,-0.006364,0
654,obj00537,object,furniture,,,color_tone,pick,20.354919,21.096783,-0.741863,0
813,obj01811,object,tableware,,,layout_relation,clip,0.271878,0.287762,-0.015884,0
813,obj01811,object,tableware,,,layout_relation,pick,20.949806,20.898237,0.051569,1
834,obj00775,object,vehicle,,,count,clip,0.187008,0.242592,-0.055583,0
834,obj00775,object,vehicle,,,count,pick,19.202253,19.76475,-0.562496,0
770,obj01637,object,tableware,,,count,clip,0.175187,0.268927,-0.09374,0
770,obj01637,object,tableware,,,count,pick,20.23596,21.567066,-1.331106,0
906,obj01772,object,tableware,,,count,clip,0.219116,0.232256,-0.01314,0
906,obj01772,object,tableware,,,count,pick,21.860254,20.921167,0.939087,1
841,obj00637,object,vehicle,,,count,clip,0.229862,0.221569,0.008294,1
841,obj00637,object,vehicle,,,count,pick,22.446228,21.772703,0.673525,1
783,obj01754,object,tableware,,,count,clip,0.229803,0.23535,-0.005547,0
783,obj01754,object,tableware,,,count,pick,20.606627,20.951128,-0.344501,0
911,obj00825,object,vehicle,,,layout_relation,clip,0.202976,0.221952,-0.018976,0
911,obj00825,object,vehicle,,,layout_relation,pick,19.830547,20.766516,-0.935968,0
839,obj00791,object,vehicle,,,color_tone,clip,0.20096,0.222608,-0.021648,0
839,obj00791,object,vehicle,,,color_tone,pick,20.829302,20.772514,0.056787,1
553,obj00959,object,vehicle,,,spatial,clip,0.18943,0.228198,-0.038768,0
553,obj00959,object,vehicle,,,spatial,pick,22.09342,22.203957,-0.110537,0
568,obj00614,object,furniture,,,scale_size,clip,0.229273,0.261703,-0.032429,0
568,obj00614,object,furniture,,,scale_size,pick,19.744642,21.239986,-1.495344,0
897,obj01015,object,vehicle,,,count,clip,0.196121,0.204624,-0.008503,0
897,obj01015,object,vehicle,,,count,pick,20.89913,21.744722,-0.845592,0
559,obj00345,object,furniture,,,spatial,clip,0.294692,0.262271,0.032422,1
559,obj00345,object,furniture,,,spatial,pick,20.985849,18.943892,2.041958,1
554,obj00821,object,vehicle,,,layout_relation,clip,0.175458,0.203007,-0.027549,0
554,obj00821,object,vehicle,,,layout_relation,pick,20.191919,20.743584,-0.551664,0
880,obj00549,object,furniture,,,color_tone,clip,0.286517,0.275392,0.011124,1
880,obj00549,object,furniture,,,color_tone,pick,20.445637,21.102655,-0.657019,0
966,obj00601,object,furniture,,,scale_size,clip,0.247801,0.224401,0.0234,1
966,obj00601,object,furniture,,,scale_size,pick,20.614311,21.719271,-1.104959,0
639,obj01126,object,vehicle,,,count,clip,0.227941,0.263698,-0.035758,0
639,obj01126,object,vehicle,,,count,pick,20.625015,21.645948,-1.020933,0
644,obj00506,object,furniture,,,count,clip,0.21618,0.221794,-0.005614,0
644,obj00506,object,furniture,,,count,pick,20.543764,21.571606,-1.027842,0
809,obj00754,object,vehicle,,,count,clip,0.205402,0.217345,-0.011943,0
809,obj00754,object,vehicle,,,count,pick,19.86241,20.699532,-0.837122,0
607,obj01112,object,vehicle,,,scale_size,clip,0.225557,0.229737,-0.004179,0
607,obj01112,object,vehicle,,,scale_size,pick,20.886921,21.621677,-0.734756,0
675,obj01179,object,vehicle,,,layout_relation,clip,0.165702,0.176234,-0.010532,0
675,obj01179,object,vehicle,,,layout_relation,pick,19.846857,20.970646,-1.123789,0
921,obj00521,object,furniture,,,count,clip,0.251036,0.225683,0.025353,1
921,obj00521,object,furniture,,,count,pick,20.971704,21.972435,-1.000731,0
851,obj00302,object,furniture,,,layout_relation,clip,0.201166,0.232963,-0.031798,0
851,obj00302,object,furniture,,,layout_relation,pick,20.278101,20.431841,-0.15374,0
824,obj00820,object,vehicle,,,layout_relation,clip,0.20353,0.199757,0.003772,1
824,obj00820,object,vehicle,,,layout_relation,pick,19.585178,20.380583,-0.795404,0
875,obj00837,object,vehicle,,,spatial,clip,0.224382,0.277591,-0.053209,0
875,obj00837,object,vehicle,,,spatial,pick,19.80018,21.307158,-1.506977,0
758,obj01642,object,tableware,,,count,clip,0.201863,0.230082,-0.028219,0
758,obj01642,object,tableware,,,count,pick,19.817705,20.074598,-0.256893,0
750,obj00997,object,vehicle,,,scale_size,clip,0.207461,0.271322,-0.063861,0
750,obj00997,object,vehicle,,,scale_size,pick,21.001757,21.809965,-0.808208,0
628,obj01393,object,tableware,,,count,clip,0.256751,0.282583,-0.025832,0
628,obj01393,object,tableware,,,count,pick,21.177061,21.490217,-0.313156,0
526,obj01023,object,vehicle,,,count,clip,0.202078,0.234875,-0.032797,0
526,obj01023,object,vehicle,,,count,pick,20.663322,21.743198,-1.079876,0
998,obj00845,object,vehicle,,,spatial,clip,0.186414,0.272368,-0.085954,0
998,obj00845,object,vehicle,,,spatial,pick,19.350426,20.823391,-1.472965,0
863,obj00548,object,furniture,,,color_tone,clip,0.280888,0.284996,-0.004108,0
863,obj00548,object,furniture,,,color_tone,pick,20.624525,21.018284,-0.393759,0
979,obj00734,object,vehicle,,,scale_size,clip,0.218645,0.274111,-0.055466,0
979,obj00734,object,vehicle,,,scale_size,pick,19.285622,19.976982,-0.69136,0
641,obj00506,object,furniture,,,count,clip,0.282731,0.27612,0.006611,1
641,obj00506,object,furniture,,,count,pick,20.910686,20.760735,0.149952,1
522,obj00145,object,furniture,,,count,clip,0.224375,0.20567,0.018705,1
522,obj00145,object,furniture,,,count,pick,21.132853,20.239384,0.893469,1
982,obj00734,object,vehicle,,,scale_size,clip,0.209523,0.253244,-0.04372,0
982,obj00734,object,vehicle,,,scale_size,pick,19.270035,20.34403,-1.073996,0
670,obj01458,object,tableware,,,spatial,clip,0.295766,0.260716,0.03505,1
670,obj01458,object,tableware,,,spatial,pick,22.385759,21.104382,1.281378,1
566,obj00345,object,furniture,,,spatial,clip,0.15456,0.199667,-0.045106,0
566,obj00345,object,furniture,,,spatial,pick,19.440187,18.604858,0.835329,1
826,obj01774,object,tableware,,,count,clip,0.295946,0.318976,-0.023031,0
826,obj01774,object,tableware,,,count,pick,21.951048,22.695915,-0.744867,0
634,obj01393,object,tableware,,,count,clip,0.276687,0.265811,0.010875,1
634,obj01393,object,tableware,,,count,pick,22.809,20.995998,1.813002,1
582,obj01700,object,tableware,,,layout_relation,clip,0.248522,0.266068,-0.017546,0
582,obj01700,object,tableware,,,layout_relation,pick,20.433458,21.715609,-1.28215,0
726,obj01160,object,vehicle,,,color_tone,clip,0.171337,0.179454,-0.008117,0
726,obj01160,object,vehicle,,,color_tone,pick,18.734991,20.511536,-1.776545,0
782,obj01754,object,tableware,,,count,clip,0.209038,0.23504,-0.026001,0
782,obj01754,object,tableware,,,count,pick,20.386683,21.532587,-1.145905,0
718,obj01317,object,tableware,,,layout_relation,clip,0.254906,0.285046,-0.03014,0
718,obj01317,object,tableware,,,layout_relation,pick,19.587654,21.218178,-1.630524,0
787,obj00892,object,vehicle,,,count,clip,0.190038,0.226905,-0.036868,0
787,obj00892,object,vehicle,,,count,pick,22.617887,21.773863,0.844025,1
957,obj00517,object,furniture,,,count,clip,0.267766,0.275753,-0.007987,0
957,obj00517,object,furniture,,,count,pick,20.502897,21.066542,-0.563644,0
557,obj00345,object,furniture,,,spatial,clip,0.26421,0.248181,0.016029,1
557,obj00345,object,furniture,,,spatial,pick,19.707262,18.903688,0.803574,1
538,obj01514,object,tableware,,,count,clip,0.238259,0.225038,0.01322,1
538,obj01514,object,tableware,,,count,pick,21.382298,20.510973,0.871325,1
576,obj01276,object,tableware,,,color_tone,clip,0.260853,0.18674,0.074113,1
576,obj01276,object,tableware,,,color_tone,pick,21.399866,21.133017,0.26685,1
779,obj00935,object,vehicle,,,layout_relation,clip,0.194671,0.171657,0.023014,1
779,obj00935,object,vehicle,,,layout_relation,pick,21.069845,21.937384,-0.867538,0
518,obj00003,object,furniture,,,count,clip,0.256048,0.27835,-0.022302,0
518,obj00003,object,furniture,,,count,pick,20.314306,20.821775,-0.507469,0
892,obj01797,object,tableware,,,color_tone,clip,0.278145,0.280978,-0.002833,0
892,obj01797,object,tableware,,,color_tone,pick,19.389845,20.490005,-1.100161,0
926,obj00841,object,vehicle,,,spatial,clip,0.229997,0.241937,-0.01194,0
926,obj00841,object,vehicle,,,spatial,pick,20.309711,21.969967,-1.660255,0
939,obj00803,object,vehicle,,,layout_relation,clip,0.17975,0.184701,-0.004951,0
939,obj00803,object,vehicle,,,layout_relation,pick,19.435593,19.468319,-0.032726,0
575,obj01276,object,tableware,,,color_tone,clip,0.249688,0.209267,0.04042,1
575,obj01276,object,tableware,,,color_tone,pick,20.374866,21.734766,-1.3599,0
720,obj01160,object,vehicle,,,color_tone,clip,0.185358,0.194638,-0.00928,0
720,obj01160,object,vehicle,,,color_tone,pick,20.379847,20.183838,0.196009,1
565,obj00345,object,furniture,,,spatial,clip,0.24103,0.236311,0.004719,1
565,obj00345,object,furniture,,,spatial,pick,20.537086,18.986502,1.550585,1
521,obj00145,object,furniture,,,count,clip,0.211189,0.27432,-0.063131,0
521,obj00145,object,furniture,,,count,pick,20.485579,20.323006,0.162573,1
657,obj00537,object,furniture,,,color_tone,clip,0.286586,0.285524,0.001062,1
657,obj00537,object,furniture,,,color_tone,pick,20.25919,21.438938,-1.179749,0
686,obj01734,object,tableware,,,scale_size,clip,0.199935,0.27988,-0.079944,0
686,obj01734,object,tableware,,,scale_size,pick,20.145361,23.005537,-2.860176,0
931,obj01816,object,tableware,,,layout_relation,clip,0.200415,0.271073,-0.070657,0
931,obj01816,object,tableware,,,layout_relation,pick,19.440228,21.338263,-1.898035,0
683,obj01149,object,vehicle,,,count,clip,0.190009,0.238671,-0.048662,0
683,obj01149,object,vehicle,,,count,pick,20.359921,20.56794,-0.208019,0
968,obj00601,object,furniture,,,scale_size,clip,0.223259,0.240801,-0.017542,0
968,obj00601,object,furniture,,,scale_size,pick,21.478737,22.624342,-1.145605,0
627,obj01393,object,tableware,,,count,clip,0.262035,0.276434,-0.014399,0
627,obj01393,object,tableware,,,count,pick,22.106384,22.575907,-0.469522,0
552,obj00959,object,vehicle,,,spatial,clip,0.231412,0.197164,0.034248,1
552,obj00959,object,vehicle,,,spatial,pick,21.829973,21.300867,0.529106,1
681,obj01179,object,vehicle,,,layout_relation,clip,0.212534,0.22112,-0.008586,0
