item,id,domain,subcategory,socio_attr,gender,knob,lang,metric,score_correct,score_adv,margin,prefers_correct
137,ani01130,animal,mammal,,,color_tone,el,mclip,0.090792,0.064086,0.026707,1
33,ani01670,animal,animal,,,spatial,en,mclip,0.144212,0.018853,0.125358,1
33,ani01670,animal,animal,,,spatial,zh,mclip,0.068873,0.009129,0.059744,1
33,ani01670,animal,animal,,,spatial,ru,mclip,0.116756,0.066501,0.050254,1
33,ani01670,animal,animal,,,spatial,ar,mclip,0.147301,0.051288,0.096013,1
33,ani01670,animal,animal,,,spatial,hi,mclip,0.08152,0.061045,0.020475,1
33,ani01670,animal,animal,,,spatial,bn,mclip,0.087603,0.062865,0.024738,1
33,ani01670,animal,animal,,,spatial,el,mclip,0.121235,0.046407,0.074828,1
108,ani01983,animal,animal,,,scale_size,en,mclip,0.091424,0.086978,0.004446,1
108,ani01983,animal,animal,,,scale_size,zh,mclip,0.011864,0.039778,-0.027915,0
108,ani01983,animal,animal,,,scale_size,ru,mclip,0.067825,0.084684,-0.016858,0
108,ani01983,animal,animal,,,scale_size,ar,mclip,0.067383,0.071179,-0.003795,0
108,ani01983,animal,animal,,,scale_size,hi,mclip,0.048277,0.076241,-0.027964,0
108,ani01983,animal,animal,,,scale_size,bn,mclip,0.0772,0.073432,0.003767,1
108,ani01983,animal,animal,,,scale_size,el,mclip,0.069009,0.063146,0.005863,1
290,ani00202,animal,bird,,,count,en,mclip,0.128271,0.122837,0.005435,1
290,ani00202,animal,bird,,,count,zh,mclip,0.058975,0.0626,-0.003625,0
290,ani00202,animal,bird,,,count,ru,mclip,0.118752,0.101935,0.016816,1
290,ani00202,animal,bird,,,count,ar,mclip,0.117806,0.102567,0.01524,1
290,ani00202,animal,bird,,,count,hi,mclip,0.103359,0.081451,0.021907,1
290,ani00202,animal,bird,,,count,bn,mclip,0.10028,0.11405,-0.01377,0
290,ani00202,animal,bird,,,count,el,mclip,0.080023,0.075176,0.004848,1
367,ani00320,animal,bird,,,count,en,mclip,0.131131,0.153571,-0.02244,0
367,ani00320,animal,bird,,,count,zh,mclip,0.078684,0.079345,-0.000661,0
367,ani00320,animal,bird,,,count,ru,mclip,0.131067,0.150506,-0.01944,0
367,ani00320,animal,bird,,,count,ar,mclip,0.101205,0.120448,-0.019243,0
367,ani00320,animal,bird,,,count,hi,mclip,0.110504,0.11945,-0.008947,0
367,ani00320,animal,bird,,,count,bn,mclip,0.10271,0.095606,0.007104,1
367,ani00320,animal,bird,,,count,el,mclip,0.123553,0.13791,-0.014356,0
380,ani00348,animal,bird,,,layout_relation,en,mclip,0.10962,0.149454,-0.039834,0
380,ani00348,animal,bird,,,layout_relation,zh,mclip,0.069785,0.077908,-0.008122,0
380,ani00348,animal,bird,,,layout_relation,ru,mclip,0.0848,0.121201,-0.036401,0
380,ani00348,animal,bird,,,layout_relation,ar,mclip,0.117724,0.145678,-0.027954,0
380,ani00348,animal,bird,,,layout_relation,hi,mclip,0.107898,0.116488,-0.008591,0
380,ani00348,animal,bird,,,layout_relation,bn,mclip,0.074668,0.087415,-0.012747,0
380,ani00348,animal,bird,,,layout_relation,el,mclip,0.094557,0.098642,-0.004085,0
376,ani00352,animal,bird,,,layout_relation,en,mclip,0.158741,0.159191,-0.000451,0
376,ani00352,animal,bird,,,layout_relation,zh,mclip,0.093935,0.111549,-0.017614,0
376,ani00352,animal,bird,,,layout_relation,ru,mclip,0.134679,0.131512,0.003167,1
376,ani00352,animal,bird,,,layout_relation,ar,mclip,0.158727,0.147205,0.011522,1
376,ani00352,animal,bird,,,layout_relation,hi,mclip,0.156046,0.138429,0.017617,1
376,ani00352,animal,bird,,,layout_relation,bn,mclip,0.143413,0.123963,0.01945,1
376,ani00352,animal,bird,,,layout_relation,el,mclip,0.131952,0.135105,-0.003153,0
335,ani00855,animal,mammal,,,layout_relation,en,mclip,0.146407,0.111576,0.034831,1
335,ani00855,animal,mammal,,,layout_relation,zh,mclip,0.075884,0.035561,0.040323,1
335,ani00855,animal,mammal,,,layout_relation,ru,mclip,0.124939,0.090784,0.034154,1
335,ani00855,animal,mammal,,,layout_relation,ar,mclip,0.150293,0.11721,0.033083,1
335,ani00855,animal,mammal,,,layout_relation,hi,mclip,0.06985,0.061285,0.008565,1
335,ani00855,animal,mammal,,,layout_relation,bn,mclip,0.100844,0.06059,0.040254,1
335,ani00855,animal,mammal,,,layout_relation,el,mclip,0.141517,0.092789,0.048728,1
255,ani01874,animal,animal,,,spatial,en,mclip,0.044126,0.091836,-0.04771,0
255,ani01874,animal,animal,,,spatial,zh,mclip,0.00428,0.022741,-0.01846,0
255,ani01874,animal,animal,,,spatial,ru,mclip,0.041848,0.097081,-0.055233,0
255,ani01874,animal,animal,,,spatial,ar,mclip,0.031848,0.072769,-0.040922,0
255,ani01874,animal,animal,,,spatial,hi,mclip,0.06321,0.095969,-0.032759,0
255,ani01874,animal,animal,,,spatial,bn,mclip,0.084486,0.062607,0.021879,1
255,ani01874,animal,animal,,,spatial,el,mclip,0.033353,0.069532,-0.036179,0
202,ani01294,animal,mammal,,,scale_size,en,mclip,0.134994,0.151804,-0.01681,0
202,ani01294,animal,mammal,,,scale_size,zh,mclip,0.083737,0.089184,-0.005447,0
202,ani01294,animal,mammal,,,scale_size,ru,mclip,0.138583,0.152926,-0.014343,0
202,ani01294,animal,mammal,,,scale_size,ar,mclip,0.1338,0.128801,0.004999,1
202,ani01294,animal,mammal,,,scale_size,hi,mclip,0.048867,0.076284,-0.027417,0
202,ani01294,animal,mammal,,,scale_size,bn,mclip,0.077593,0.046336,0.031257,1
202,ani01294,animal,mammal,,,scale_size,el,mclip,0.135753,0.129128,0.006625,1
329,ani01664,animal,animal,,,spatial,en,mclip,0.142015,0.018085,0.123931,1
329,ani01664,animal,animal,,,spatial,zh,mclip,0.107259,0.046829,0.06043,1
329,ani01664,animal,animal,,,spatial,ru,mclip,0.123195,0.055,0.068194,1
329,ani01664,animal,animal,,,spatial,ar,mclip,0.153951,0.06019,0.093762,1
329,ani01664,animal,animal,,,spatial,hi,mclip,0.085852,0.056411,0.029441,1
329,ani01664,animal,animal,,,spatial,bn,mclip,0.134833,0.039573,0.09526,1
329,ani01664,animal,animal,,,spatial,el,mclip,0.129924,0.050384,0.07954,1
234,ani01928,animal,animal,,,color_tone,en,mclip,0.099186,0.143845,-0.044659,0
234,ani01928,animal,animal,,,color_tone,zh,mclip,0.042694,0.08187,-0.039176,0
234,ani01928,animal,animal,,,color_tone,ru,mclip,0.075797,0.10671,-0.030913,0
234,ani01928,animal,animal,,,color_tone,ar,mclip,0.090191,0.10053,-0.010339,0
234,ani01928,animal,animal,,,color_tone,hi,mclip,0.064622,0.101288,-0.036666,0
234,ani01928,animal,animal,,,color_tone,bn,mclip,0.042327,0.075736,-0.033409,0
234,ani01928,animal,animal,,,color_tone,el,mclip,0.055511,0.108398,-0.052886,0
73,ani00877,animal,mammal,,,spatial,en,mclip,0.095514,0.045367,0.050147,1
73,ani00877,animal,mammal,,,spatial,zh,mclip,0.052927,0.049051,0.003877,1
73,ani00877,animal,mammal,,,spatial,ru,mclip,0.090186,0.043415,0.046771,1
73,ani00877,animal,mammal,,,spatial,ar,mclip,0.100209,0.070458,0.02975,1
73,ani00877,animal,mammal,,,spatial,hi,mclip,0.06008,0.087559,-0.027479,0
73,ani00877,animal,mammal,,,spatial,bn,mclip,0.074421,0.065204,0.009216,1
73,ani00877,animal,mammal,,,spatial,el,mclip,0.084755,0.045596,0.039159,1
441,ani00874,animal,mammal,,,spatial,en,mclip,0.102839,0.086785,0.016053,1
441,ani00874,animal,mammal,,,spatial,zh,mclip,0.063177,0.049708,0.013468,1
441,ani00874,animal,mammal,,,spatial,ru,mclip,0.104123,0.07748,0.026643,1
441,ani00874,animal,mammal,,,spatial,ar,mclip,0.117565,0.087543,0.030022,1
441,ani00874,animal,mammal,,,spatial,hi,mclip,0.090896,0.100719,-0.009824,0
441,ani00874,animal,mammal,,,spatial,bn,mclip,0.103169,0.068509,0.03466,1
441,ani00874,animal,mammal,,,spatial,el,mclip,0.097001,0.055623,0.041378,1
492,ani01435,animal,animal,,,color_tone,en,mclip,0.092364,0.081131,0.011233,1
492,ani01435,animal,animal,,,color_tone,zh,mclip,0.006511,0.006586,-7.6e-05,0
492,ani01435,animal,animal,,,color_tone,ru,mclip,0.056306,0.081985,-0.025679,0
492,ani01435,animal,animal,,,color_tone,ar,mclip,0.054912,0.089143,-0.034231,0
492,ani01435,animal,animal,,,color_tone,hi,mclip,0.050667,0.061181,-0.010514,0
492,ani01435,animal,animal,,,color_tone,bn,mclip,0.054696,0.079177,-0.024481,0
492,ani01435,animal,animal,,,color_tone,el,mclip,0.064653,0.077216,-0.012563,0
126,ani01017,animal,mammal,,,count,en,mclip,0.131492,0.112177,0.019315,1
126,ani01017,animal,mammal,,,count,zh,mclip,0.102783,0.099188,0.003595,1
126,ani01017,animal,mammal,,,count,ru,mclip,0.1257,0.110961,0.014739,1
126,ani01017,animal,mammal,,,count,ar,mclip,0.132943,0.125271,0.007672,1
126,ani01017,animal,mammal,,,count,hi,mclip,0.072239,0.059906,0.012333,1
126,ani01017,animal,mammal,,,count,bn,mclip,0.081368,0.09169,-0.010322,0
126,ani01017,animal,mammal,,,count,el,mclip,0.1195,0.132611,-0.013111,0
474,ani00266,animal,bird,,,spatial,en,mclip,0.132745,0.170221,-0.037476,0
474,ani00266,animal,bird,,,spatial,zh,mclip,0.068618,0.073901,-0.005283,0
474,ani00266,animal,bird,,,spatial,ru,mclip,0.125364,0.150419,-0.025054,0
474,ani00266,animal,bird,,,spatial,ar,mclip,0.139487,0.158568,-0.019081,0
474,ani00266,animal,bird,,,spatial,hi,mclip,0.136492,0.147549,-0.011057,0
474,ani00266,animal,bird,,,spatial,bn,mclip,0.140184,0.13358,0.006604,1
474,ani00266,animal,bird,,,spatial,el,mclip,0.085965,0.140401,-0.054436,0
275,ani00445,animal,bird,,,layout_relation,en,mclip,0.114552,0.125415,-0.010863,0
275,ani00445,animal,bird,,,layout_relation,zh,mclip,0.067248,0.095176,-0.027927,0
275,ani00445,animal,bird,,,layout_relation,ru,mclip,0.115488,0.127524,-0.012037,0
275,ani00445,animal,bird,,,layout_relation,ar,mclip,0.119668,0.12838,-0.008712,0
275,ani00445,animal,bird,,,layout_relation,hi,mclip,0.118854,0.136175,-0.017322,0
275,ani00445,animal,bird,,,layout_relation,bn,mclip,0.112061,0.119895,-0.007834,0
275,ani00445,animal,bird,,,layout_relation,el,mclip,0.117684,0.136537,-0.018853,0
134,ani01130,animal,mammal,,,color_tone,en,mclip,0.113343,0.104634,0.00871,1
134,ani01130,animal,mammal,,,color_tone,zh,mclip,0.019817,0.008501,0.011316,1
134,ani01130,animal,mammal,,,color_tone,ru,mclip,0.117442,0.101093,0.016349,1
134,ani01130,animal,mammal,,,color_tone,ar,mclip,0.123486,0.113823,0.009663,1
134,ani01130,animal,mammal,,,color_tone,hi,mclip,0.113467,0.096172,0.017294,1
134,ani01130,animal,mammal,,,color_tone,bn,mclip,0.119704,0.109098,0.010606,1
134,ani01130,animal,mammal,,,color_tone,el,mclip,0.103054,0.093608,0.009446,1
299,ani00850,animal,mammal,,,layout_relation,en,mclip,0.110175,0.123169,-0.012995,0
299,ani00850,animal,mammal,,,layout_relation,zh,mclip,0.068593,0.05994,0.008652,1
299,ani00850,animal,mammal,,,layout_relation,ru,mclip,0.115018,0.096534,0.018484,1
299,ani00850,animal,mammal,,,layout_relation,ar,mclip,0.113949,0.117221,-0.003272,0
299,ani00850,animal,mammal,,,layout_relation,hi,mclip,0.093444,0.092617,0.000827,1
299,ani00850,animal,mammal,,,layout_relation,bn,mclip,0.104693,0.05742,0.047273,1
299,ani00850,animal,mammal,,,layout_relation,el,mclip,0.106533,0.114308,-0.007775,0
219,ani00409,animal,bird,,,count,en,mclip,0.058251,0.129061,-0.07081,0
219,ani00409,animal,bird,,,count,zh,mclip,-0.002069,0.071073,-0.073142,0
219,ani00409,animal,bird,,,count,ru,mclip,0.0459,0.108813,-0.062913,0
219,ani00409,animal,bird,,,count,ar,mclip,0.066705,0.125943,-0.059238,0
219,ani00409,animal,bird,,,count,hi,mclip,0.079793,0.101386,-0.021593,0
219,ani00409,animal,bird,,,count,bn,mclip,0.06806,0.123025,-0.054965,0
219,ani00409,animal,bird,,,count,el,mclip,0.052877,0.11663,-0.063753,0
298,ani00850,animal,mammal,,,layout_relation,en,mclip,0.101135,0.098879,0.002257,1
298,ani00850,animal,mammal,,,layout_relation,zh,mclip,0.060101,0.051892,0.008209,1
298,ani00850,animal,mammal,,,layout_relation,ru,mclip,0.109283,0.084154,0.025129,1
298,ani00850,animal,mammal,,,layout_relation,ar,mclip,0.108922,0.104836,0.004085,1
298,ani00850,animal,mammal,,,layout_relation,hi,mclip,0.067615,0.075335,-0.00772,0
298,ani00850,animal,mammal,,,layout_relation,bn,mclip,0.083435,0.057654,0.025781,1
298,ani00850,animal,mammal,,,layout_relation,el,mclip,0.089243,0.084459,0.004785,1
204,ani00833,animal,mammal,,,color_tone,en,mclip,0.110911,0.125608,-0.014697,0
204,ani00833,animal,mammal,,,color_tone,zh,mclip,0.076648,0.015956,0.060693,1
204,ani00833,animal,mammal,,,color_tone,ru,mclip,0.096913,0.115028,-0.018115,0
204,ani00833,animal,mammal,,,color_tone,ar,mclip,0.11994,0.120456,-0.000516,0
204,ani00833,animal,mammal,,,color_tone,hi,mclip,0.088284,0.092866,-0.004582,0
204,ani00833,animal,mammal,,,color_tone,bn,mclip,0.067477,0.061436,0.006041,1
204,ani00833,animal,mammal,,,color_tone,el,mclip,0.107863,0.098734,0.009129,1
427,ani01991,animal,animal,,,scale_size,en,mclip,0.040048,0.125075,-0.085027,0
427,ani01991,animal,animal,,,scale_size,zh,mclip,-0.008273,0.050023,-0.058296,0
427,ani01991,animal,animal,,,scale_size,ru,mclip,0.027898,0.123437,-0.095539,0
427,ani01991,animal,animal,,,scale_size,ar,mclip,0.034332,0.107463,-0.073131,0
427,ani01991,animal,animal,,,scale_size,hi,mclip,0.034294,0.057386,-0.023092,0
427,ani01991,animal,animal,,,scale_size,bn,mclip,0.065397,0.084337,-0.01894,0
427,ani01991,animal,animal,,,scale_size,el,mclip,0.054812,0.089873,-0.035062,0
386,ani00282,animal,bird,,,scale_size,en,mclip,0.127903,0.128911,-0.001008,0
386,ani00282,animal,bird,,,scale_size,zh,mclip,0.038876,0.048176,-0.009301,0
386,ani00282,animal,bird,,,scale_size,ru,mclip,0.104759,0.119691,-0.014932,0
386,ani00282,animal,bird,,,scale_size,ar,mclip,0.126774,0.131863,-0.005089,0
386,ani00282,animal,bird,,,scale_size,hi,mclip,0.12574,0.127959,-0.002219,0
386,ani00282,animal,bird,,,scale_size,bn,mclip,0.116409,0.11393,0.002479,1
386,ani00282,animal,bird,,,scale_size,el,mclip,0.103946,0.114542,-0.010596,0
70,ani00357,animal,bird,,,layout_relation,en,mclip,0.091079,0.12995,-0.03887,0
70,ani00357,animal,bird,,,layout_relation,zh,mclip,0.06241,0.081164,-0.018754,0
70,ani00357,animal,bird,,,layout_relation,ru,mclip,0.080879,0.117231,-0.036353,0
70,ani00357,animal,bird,,,layout_relation,ar,mclip,0.102877,0.140299,-0.037422,0
70,ani00357,animal,bird,,,layout_relation,hi,mclip,0.111469,0.116659,-0.005189,0
70,ani00357,animal,bird,,,layout_relation,bn,mclip,0.098975,0.116495,-0.01752,0
70,ani00357,animal,bird,,,layout_relation,el,mclip,0.073132,0.09984,-0.026708,0
260,ani00008,animal,bird,,,count,en,mclip,0.142104,0.106497,0.035606,1
260,ani00008,animal,bird,,,count,zh,mclip,0.056771,0.038028,0.018743,1
260,ani00008,animal,bird,,,count,ru,mclip,0.108471,0.087165,0.021306,1
260,ani00008,animal,bird,,,count,ar,mclip,0.127822,0.100815,0.027007,1
260,ani00008,animal,bird,,,count,hi,mclip,0.108437,0.120445,-0.012008,0
260,ani00008,animal,bird,,,count,bn,mclip,0.099016,0.09984,-0.000824,0
260,ani00008,animal,bird,,,count,el,mclip,0.083871,0.058231,0.02564,1
252,ani01874,animal,animal,,,spatial,en,mclip,0.04258,0.09784,-0.05526,0
252,ani01874,animal,animal,,,spatial,zh,mclip,0.011732,0.021885,-0.010154,0
252,ani01874,animal,animal,,,spatial,ru,mclip,0.041024,0.095476,-0.054452,0
252,ani01874,animal,animal,,,spatial,ar,mclip,0.040876,0.082331,-0.041455,0
252,ani01874,animal,animal,,,spatial,hi,mclip,0.072227,0.093359,-0.021132,0
252,ani01874,animal,animal,,,spatial,bn,mclip,0.109398,0.071818,0.03758,1
252,ani01874,animal,animal,,,spatial,el,mclip,0.054907,0.071847,-0.01694,0
46,ani00084,animal,bird,,,scale_size,en,mclip,0.099876,0.140425,-0.040549,0
46,ani00084,animal,bird,,,scale_size,zh,mclip,0.103531,0.131701,-0.02817,0
46,ani00084,animal,bird,,,scale_size,ru,mclip,0.088461,0.132259,-0.043799,0
46,ani00084,animal,bird,,,scale_size,ar,mclip,0.096185,0.134381,-0.038196,0
46,ani00084,animal,bird,,,scale_size,hi,mclip,0.096556,0.120648,-0.024092,0
46,ani00084,animal,bird,,,scale_size,bn,mclip,0.065495,0.115901,-0.050406,0
46,ani00084,animal,bird,,,scale_size,el,mclip,0.08208,0.121694,-0.039614,0
24,ani00706,animal,bird,,,count,en,mclip,0.135184,0.163482,-0.028299,0
24,ani00706,animal,bird,,,count,zh,mclip,0.082118,0.094657,-0.012539,0
24,ani00706,animal,bird,,,count,ru,mclip,0.115337,0.145587,-0.030249,0
24,ani00706,animal,bird,,,count,ar,mclip,0.131589,0.171457,-0.039868,0
24,ani00706,animal,bird,,,count,hi,mclip,0.119123,0.14745,-0.028328,0
24,ani00706,animal,bird,,,count,bn,mclip,0.105243,0.137724,-0.032481,0
24,ani00706,animal,bird,,,count,el,mclip,0.103934,0.125978,-0.022045,0
56,ani00221,animal,bird,,,color_tone,en,mclip,0.12135,0.129517,-0.008168,0
56,ani00221,animal,bird,,,color_tone,zh,mclip,0.050919,0.058043,-0.007123,0
56,ani00221,animal,bird,,,color_tone,ru,mclip,0.097886,0.099586,-0.0017,0
56,ani00221,animal,bird,,,color_tone,ar,mclip,0.11442,0.123826,-0.009406,0
56,ani00221,animal,bird,,,color_tone,hi,mclip,0.10215,0.105943,-0.003794,0
56,ani00221,animal,bird,,,color_tone,bn,mclip,0.089331,0.10854,-0.019209,0
56,ani00221,animal,bird,,,color_tone,el,mclip,0.08848,0.088046,0.000434,1
78,ani00877,animal,mammal,,,spatial,en,mclip,0.05993,-0.000331,0.060261,1
78,ani00877,animal,mammal,,,spatial,zh,mclip,0.028331,-0.010705,0.039036,1
78,ani00877,animal,mammal,,,spatial,ru,mclip,0.048581,0.008921,0.03966,1
78,ani00877,animal,mammal,,,spatial,ar,mclip,0.065649,0.02359,0.042059,1
78,ani00877,animal,mammal,,,spatial,hi,mclip,0.034435,0.037896,-0.00346,0
78,ani00877,animal,mammal,,,spatial,bn,mclip,0.06126,0.043227,0.018033,1
78,ani00877,animal,mammal,,,spatial,el,mclip,0.055858,-0.007006,0.062864,1
429,ani01991,animal,animal,,,scale_size,en,mclip,0.039045,0.131,-0.091955,0
429,ani01991,animal,animal,,,scale_size,zh,mclip,-0.00417,0.038423,-0.042593,0
429,ani01991,animal,animal,,,scale_size,ru,mclip,0.030737,0.120833,-0.090096,0
429,ani01991,animal,animal,,,scale_size,ar,mclip,0.043987,0.091691,-0.047703,0
429,ani01991,animal,animal,,,scale_size,hi,mclip,0.0314,0.049007,-0.017607,0
429,ani01991,animal,animal,,,scale_size,bn,mclip,0.061354,0.064205,-0.002851,0
429,ani01991,animal,animal,,,scale_size,el,mclip,0.04739,0.085313,-0.037923,0
458,ani01010,animal,mammal,,,count,en,mclip,0.060842,0.095561,-0.034718,0
458,ani01010,animal,mammal,,,count,zh,mclip,0.023171,0.043388,-0.020217,0
458,ani01010,animal,mammal,,,count,ru,mclip,0.072638,0.095601,-0.022963,0
458,ani01010,animal,mammal,,,count,ar,mclip,0.097499,0.080862,0.016636,1
458,ani01010,animal,mammal,,,count,hi,mclip,0.072244,0.075391,-0.003147,0
458,ani01010,animal,mammal,,,count,bn,mclip,0.047453,0.031934,0.015519,1
458,ani01010,animal,mammal,,,count,el,mclip,0.079772,0.064123,0.015649,1
487,ani00859,animal,mammal,,,layout_relation,en,mclip,0.15056,0.088895,0.061665,1
487,ani00859,animal,mammal,,,layout_relation,zh,mclip,0.0953,0.04374,0.05156,1
487,ani00859,animal,mammal,,,layout_relation,ru,mclip,0.127749,0.077285,0.050464,1
487,ani00859,animal,mammal,,,layout_relation,ar,mclip,0.146422,0.099816,0.046606,1
487,ani00859,animal,mammal,,,layout_relation,hi,mclip,0.089017,0.072417,0.0166,1
487,ani00859,animal,mammal,,,layout_relation,bn,mclip,0.087364,0.030684,0.056679,1
487,ani00859,animal,mammal,,,layout_relation,el,mclip,0.139156,0.099548,0.039608,1
305,ani00826,animal,mammal,,,color_tone,en,mclip,0.118138,0.068506,0.049632,1
305,ani00826,animal,mammal,,,color_tone,zh,mclip,0.062742,0.036128,0.026614,1
305,ani00826,animal,mammal,,,color_tone,ru,mclip,0.116537,0.072669,0.043868,1
305,ani00826,animal,mammal,,,color_tone,ar,mclip,0.103243,0.070325,0.032918,1
305,ani00826,animal,mammal,,,color_tone,hi,mclip,0.103866,0.064971,0.038895,1
305,ani00826,animal,mammal,,,color_tone,bn,mclip,0.094892,0.03231,0.062583,1
305,ani00826,animal,mammal,,,color_tone,el,mclip,0.097599,0.06023,0.037369,1
32,ani01670,animal,animal,,,spatial,en,mclip,0.158207,0.024484,0.133723,1
32,ani01670,animal,animal,,,spatial,zh,mclip,0.090063,0.000552,0.089511,1
32,ani01670,animal,animal,,,spatial,ru,mclip,0.126937,0.069102,0.057836,1
32,ani01670,animal,animal,,,spatial,ar,mclip,0.148376,0.046821,0.101554,1
32,ani01670,animal,animal,,,spatial,hi,mclip,0.074136,0.042869,0.031268,1
32,ani01670,animal,animal,,,spatial,bn,mclip,0.086709,0.04152,0.045189,1
32,ani01670,animal,animal,,,spatial,el,mclip,0.119221,0.035777,0.083444,1
197,ani01294,animal,mammal,,,scale_size,en,mclip,0.158666,0.159117,-0.000451,0
197,ani01294,animal,mammal,,,scale_size,zh,mclip,0.087402,0.102587,-0.015185,0
197,ani01294,animal,mammal,,,scale_size,ru,mclip,0.133748,0.124766,0.008983,1
197,ani01294,animal,mammal,,,scale_size,ar,mclip,0.134107,0.126931,0.007176,1
197,ani01294,animal,mammal,,,scale_size,hi,mclip,0.039684,0.077928,-0.038244,0
197,ani01294,animal,mammal,,,scale_size,bn,mclip,0.057671,0.024818,0.032853,1
197,ani01294,animal,mammal,,,scale_size,el,mclip,0.105197,0.105004,0.000193,1
195,ani01294,animal,mammal,,,scale_size,en,mclip,0.146001,0.173402,-0.0274,0
195,ani01294,animal,mammal,,,scale_size,zh,mclip,0.105908,0.098666,0.007242,1
195,ani01294,animal,mammal,,,scale_size,ru,mclip,0.135812,0.134971,0.000841,1
195,ani01294,animal,mammal,,,scale_size,ar,mclip,0.151453,0.146058,0.005395,1
195,ani01294,animal,mammal,,,scale_size,hi,mclip,0.04638,0.094848,-0.048469,0
195,ani01294,animal,mammal,,,scale_size,bn,mclip,0.052447,0.038998,0.013449,1
195,ani01294,animal,mammal,,,scale_size,el,mclip,0.121023,0.127373,-0.006349,0
405,ani00845,animal,mammal,,,layout_relation,en,mclip,0.125952,0.116697,0.009255,1
405,ani00845,animal,mammal,,,layout_relation,zh,mclip,0.072011,0.04228,0.029731,1
405,ani00845,animal,mammal,,,layout_relation,ru,mclip,0.123047,0.107307,0.01574,1
405,ani00845,animal,mammal,,,layout_relation,ar,mclip,0.141926,0.132318,0.009608,1
405,ani00845,animal,mammal,,,layout_relation,hi,mclip,0.059081,0.055719,0.003362,1
405,ani00845,animal,mammal,,,layout_relation,bn,mclip,0.071016,0.081273,-0.010256,0
405,ani00845,animal,mammal,,,layout_relation,el,mclip,0.122647,0.118992,0.003655,1
239,ani01928,animal,animal,,,color_tone,en,mclip,0.049584,0.073225,-0.023642,0
239,ani01928,animal,animal,,,color_tone,zh,mclip,0.019257,0.054313,-0.035056,0
239,ani01928,animal,animal,,,color_tone,ru,mclip,0.040442,0.043325,-0.002883,0
239,ani01928,animal,animal,,,color_tone,ar,mclip,0.058357,0.060237,-0.00188,0
239,ani01928,animal,animal,,,color_tone,hi,mclip,0.040898,0.068514,-0.027617,0
239,ani01928,animal,animal,,,color_tone,bn,mclip,0.008021,0.037473,-0.029452,0
239,ani01928,animal,animal,,,color_tone,el,mclip,0.04229,0.082257,-0.039967,0
270,ani01641,animal,animal,,,layout_relation,en,mclip,0.188627,0.062424,0.126203,1
270,ani01641,animal,animal,,,layout_relation,zh,mclip,0.077326,0.020576,0.056749,1
270,ani01641,animal,animal,,,layout_relation,ru,mclip,0.14873,0.078694,0.070036,1
270,ani01641,animal,animal,,,layout_relation,ar,mclip,0.185691,0.073758,0.111934,1
270,ani01641,animal,animal,,,layout_relation,hi,mclip,0.050335,0.03658,0.013755,1
270,ani01641,animal,animal,,,layout_relation,bn,mclip,0.137434,0.076027,0.061408,1
270,ani01641,animal,animal,,,layout_relation,el,mclip,0.160168,0.063785,0.096383,1
128,ani01017,animal,mammal,,,count,en,mclip,0.063685,0.061047,0.002638,1
128,ani01017,animal,mammal,,,count,zh,mclip,0.018924,0.043161,-0.024237,0
128,ani01017,animal,mammal,,,count,ru,mclip,0.055803,0.049329,0.006475,1
128,ani01017,animal,mammal,,,count,ar,mclip,0.067378,0.080289,-0.01291,0
128,ani01017,animal,mammal,,,count,hi,mclip,0.057613,0.031752,0.02586,1
128,ani01017,animal,mammal,,,count,bn,mclip,0.047229,0.045399,0.00183,1
128,ani01017,animal,mammal,,,count,el,mclip,0.039633,0.051984,-0.012351,0
283,ani01040,animal,mammal,,,color_tone,en,mclip,0.112487,0.065043,0.047444,1
283,ani01040,animal,mammal,,,color_tone,zh,mclip,0.029037,0.043612,-0.014575,0
283,ani01040,animal,mammal,,,color_tone,ru,mclip,0.104679,0.078191,0.026487,1
283,ani01040,animal,mammal,,,color_tone,ar,mclip,0.088164,0.062128,0.026036,1
283,ani01040,animal,mammal,,,color_tone,hi,mclip,0.082705,0.05959,0.023115,1
283,ani01040,animal,mammal,,,color_tone,bn,mclip,0.053538,0.041891,0.011647,1
283,ani01040,animal,mammal,,,color_tone,el,mclip,0.105217,0.047549,0.057668,1
5,ani01632,animal,animal,,,color_tone,en,mclip,0.074797,0.081558,-0.006761,0
5,ani01632,animal,animal,,,color_tone,zh,mclip,0.003877,0.019742,-0.015864,0
5,ani01632,animal,animal,,,color_tone,ru,mclip,0.03307,0.095456,-0.062386,0
5,ani01632,animal,animal,,,color_tone,ar,mclip,0.056256,0.109995,-0.053739,0
5,ani01632,animal,animal,,,color_tone,hi,mclip,0.049328,0.056972,-0.007644,0
5,ani01632,animal,animal,,,color_tone,bn,mclip,0.087312,0.06738,0.019932,1
5,ani01632,animal,animal,,,color_tone,el,mclip,0.067201,0.070679,-0.003478,0
58,ani00221,animal,bird,,,color_tone,en,mclip,0.115773,0.123097,-0.007324,0
58,ani00221,animal,bird,,,color_tone,zh,mclip,0.042937,0.053195,-0.010258,0
58,ani00221,animal,bird,,,color_tone,ru,mclip,0.088354,0.10242,-0.014067,0
58,ani00221,animal,bird,,,color_tone,ar,mclip,0.126721,0.123941,0.00278,1
58,ani00221,animal,bird,,,color_tone,hi,mclip,0.103621,0.109898,-0.006277,0
58,ani00221,animal,bird,,,color_tone,bn,mclip,0.089071,0.112499,-0.023429,0
